experiment,variant,window_start_unix_ms,window_end_unix_ms,requests,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,error_rate
retry_budget,without_budget,1780841435608,1780841436040,1000,2314.815,,,,1.0
retry_budget,with_budget,1780841436098,1780841436529,1000,2320.186,,,,1.0
