run_id,experiment,variant,timestamp_unix_ms,endpoint,slow_score,p99_latency_ms,route_weight,state
legacy,cpu_throttle,slow_score,1780838101116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838102117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838103117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838104116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838105116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838106117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838107116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838108117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838109116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838110117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838111117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838112116,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,cpu_throttle,slow_score,1780838113117,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838293896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838294896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838295896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838296896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838297895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838298896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838299896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838300895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838301896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838302895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838303895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838304896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838305896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838306895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838307896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838308896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838309895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838310895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838311896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838312896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838313896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838314896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838315895,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838316896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838317896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838318896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838319896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838320896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838321896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
legacy,recovery_curve,adaptive_p2c,1780838322896,172.18.0.3:7001,0.000000,,1.000000,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839795593,172.18.0.4:7002,0.000000,,1.000000,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839796593,172.18.0.4:7002,0.000000,,1.000000,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839797593,172.18.0.4:7002,0.000000,,1.000000,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839798593,172.18.0.4:7002,0.000000,,1.000000,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839799593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839800593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839801593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839802594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839803593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839804593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839805594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839806594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839807594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839808594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839809594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839810593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839811593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839812593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839813593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839814593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839815593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839816594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839817593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839818593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839819593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839820594,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839821593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
20260607-214314,single_instance_delay,adaptive_p2c,1780839822593,172.18.0.4:7002,0.100000,,0.909091,HEALTHY
